year,month,maxTemp,minTemp,meanTemp,precipitation,CDDBase65
1994,Dec,65,13,31,5,0
1995,Jan,66,12,28,4,0
1995,Feb,55,1,21,3,0
1995,Mar,67,19,32,2,0
1995,Apr,68,20,38,1,0
1995,May,89,38,49,2,24
1995,Jun,95,53,60,2,147
1995,Jul,100,59,67,2,344
1995,Aug,96,55,64,1,252
1995,Sep,89,46,55,4,64
1995,Oct,83,38,50,6,15
1995,Nov,65,23,35,5,0
1995,Dec,50,17,26,3,0
1996,Jan,60,3,23,7,0
1996,Feb,58,4,24,3,0
1996,Mar,62,13,29,2,0
1996,Apr,80,32,40,4,3
1996,May,91,39,49,3,30
1996,Jun,87,51,60,1,120
1996,Jul,89,59,64,5,222
1996,Aug,90,59,64,2,196
1996,Sep,85,47,58,6,63
1996,Oct,73,36,46,11,0
1996,Nov,73,20,34,2,1
1996,Dec,61,5,33,6,0
1997,Jan,55,0,22,2,0
1997,Feb,66,15,29,1,0
1997,Mar,63,17,30,5,0
1997,Apr,75,26,39,3,0
1997,May,76,43,48,3,0
1997,Jun,94,47,60,1,189
1997,Jul,95,56,65,1,280
1997,Aug,94,58,64,3,202
1997,Sep,84,44,56,1,66
1997,Oct,84,32,45,2,12
1997,Nov,66,22,36,6,0
1997,Dec,53,13,29,2,0
1998,Jan,60,7,28,5,0
1998,Feb,53,7,30,6,0
1998,Mar,89,10,34,4,16
1998,Apr,78,34,42,4,2
1998,May,89,41,52,7,52
1998,Jun,88,48,57,12,59
1998,Jul,93,60,66,2,298
1998,Aug,92,57,65,3,240
1998,Sep,88,46,58,3,83
1998,Oct,77,38,47,5,1
1998,Nov,63,31,38,1,0
1998,Dec,76,11,32,2,0
1999,Jan,62,2,22,6,0
1999,Feb,58,8,26,4,0
1999,Mar,72,13,32,3,0
1999,Apr,76,32,41,1,0
1999,May,87,43,51,3,11
1999,Jun,97,51,62,,215
1999,Jul,98,55,67,4,344
1999,Aug,94,55,64,1,213
1999,Sep,87,50,60,10,110
1999,Oct,75,35,45,4,0
1999,Nov,72,27,40,2,0
1999,Dec,59,12,31,2,0
2000,Jan,64,0,19,3,0
2000,Feb,61,13,27,3,0
2000,Mar,72,16,36,4,0
2000,Apr,75,34,40,5,0
2000,May,91,42,48,3,15
2000,Jun,92,46,59,7,151
2000,Jul,87,55,63,5,167
2000,Aug,89,56,63,2,174
2000,Sep,87,38,55,3,71
2000,Oct,80,33,46,3,5
2000,Nov,66,17,38,5,0
2000,Dec,64,8,22,5,0
2001,Jan,44,12,24,2,0
2001,Feb,54,10,24,1,0
2001,Mar,51,17,30,8,0
2001,Apr,85,32,41,1,9
2001,May,92,38,51,1,55
2001,Jun,92,50,62,5,210
2001,Jul,95,56,62,2,160
2001,Aug,97,58,67,4,283
2001,Sep,87,48,57,2,83
2001,Oct,83,34,47,1,20
2001,Nov,73,29,40,1,0
2001,Dec,72,23,35,3,0
2002,Jan,65,22,31,3,0
2002,Feb,60,13,28,2,0
2002,Mar,66,19,33,4,0
2002,Apr,93,28,41,3,8
2002,May,84,37,49,4,18
2002,Jun,93,47,58,5,133
2002,Jul,97,58,66,1,324
2002,Aug,101,58,67,2,330
2002,Sep,91,50,61,3,138
2002,Oct,85,32,46,3,21
2002,Nov,70,19,37,5,0
2002,Dec,61,12,27,5,0
2003,Jan,44,1,18,2,0
2003,Feb,53,0,20,4,0
2003,Mar,69,9,29,4,0
2003,Apr,84,28,38,4,3
2003,May,82,39,48,4,3
2003,Jun,93,50,58,5,94
2003,Jul,93,59,66,2,298
2003,Aug,93,55,67,,300
2003,Sep,83,49,59,3,57
2003,Oct,74,33,46,6,0
2003,Nov,76,27,39,3,0
2003,Dec,58,16,29,5,0
2004,Jan,50,-7,14,1,0
2004,Feb,55,12,26,1,0
2004,Mar,67,21,33,3,0
2004,Apr,86,30,41,10,3
2004,May,89,40,50,3,24
2004,Jun,93,49,58,2,104
2004,Jul,89,59,64,4,198
2004,Aug,91,56,64,4,231
2004,Sep,85,47,58,7,72
2004,Oct,74,38,48,2,0
2004,Nov,66,24,37,3,0
2004,Dec,61,6,28,4,0
2005,Jan,63,-2,20,4,0
2005,Feb,54,13,25,3,0
2005,Mar,55,11,28,4,0
2005,Apr,87,33,41,3,5
2005,May,78,39,46,4,1
2005,Jun,95,48,60,1,176
2005,Jul,94,56,65,3,274
2005,Aug,97,60,66,3,299
2005,Sep,91,48,60,2,126
2005,Oct,81,33,48,9,13
2005,Nov,70,21,38,4,0
2005,Dec,51,10,27,3,0
2006,Jan,60,10,30,5,0
2006,Feb,57,7,24,3,0
2006,Mar,73,18,31,1,0
2006,Apr,77,33,42,2,0
2006,May,84,44,50,12,20
2006,Jun,93,52,61,10,158
2006,Jul,96,62,67,4,343
2006,Aug,98,55,64,3,218
2006,Sep,84,45,57,2,60
2006,Oct,80,37,47,4,4
2006,Nov,69,32,42,6,0
2006,Dec,67,20,34,2,0
2007,Jan,69,3,26,3,0
2007,Feb,49,8,19,2,0
2007,Mar,68,5,29,4,0
2007,Apr,86,28,39,7,4
2007,May,92,42,52,4,68
2007,Jun,96,50,60,2,159
2007,Jul,92,56,65,5,253
2007,Aug,96,55,65,1,257
2007,Sep,95,47,59,2,135
2007,Oct,86,37,52,2,31
2007,Nov,69,22,36,3,0
2007,Dec,53,17,26,5,0
2008,Jan,67,7,26,3,0
2008,Feb,62,11,26,8,0
2008,Mar,60,25,31,5,0
2008,Apr,84,33,42,3,2
2008,May,83,40,50,3,13
2008,Jun,95,52,62,3,195
2008,Jul,95,61,67,6,318
2008,Aug,87,56,63,4,165
2008,Sep,89,48,59,6,95
2008,Oct,74,33,46,1,1
2008,Nov,70,22,37,5,0
2008,Dec,63,9,28,7,0
2009,Jan,40,6,18,3,0
2009,Feb,60,8,25,2,0
2009,Mar,61,14,31,3,0
2009,Apr,93,34,42,4,18
2009,May,92,45,51,3,28
2009,Jun,84,48,58,3,33
2009,Jul,87,58,64,7,191
2009,Aug,95,56,66,3,281
2009,Sep,81,46,56,3,40
2009,Oct,73,34,45,5,0
2009,Nov,69,35,43,3,0
2009,Dec,69,10,27,4,0
2010,Jan,57,6,23,3,0
2010,Feb,50,14,28,3,0
2010,Mar,72,25,38,15,0
2010,Apr,90,35,44,2,3
2010,May,94,40,54,3,70
2010,Jun,94,53,62,3,186
2010,Jul,100,60,69,3,385
2010,Aug,96,60,66,6,278
2010,Sep,95,51,61,2,147
2010,Oct,84,37,48,4,13
2010,Nov,64,28,38,3,0
2010,Dec,57,14,27,4,0
2011,Jan,56,-2,22,5,0
2011,Feb,60,13,22,5,0
2011,Mar,70,12,32,2,0
2011,Apr,78,33,42,4,3
2011,May,87,44,52,3,55
2011,Jun,92,49,60,5,135
2011,Jul,103,63,69,2,389
2011,Aug,93,62,67,8,282
2011,Sep,87,48,60,4,118
2011,Oct,87,34,51,7,25
2011,Nov,69,31,42,4,0
2011,Dec,63,18,32,4,0
2012,Jan,60,6,27,3,0
2012,Feb,59,16,30,1,0
2012,Mar,83,20,38,1,9
2012,Apr,87,34,44,3,16
2012,May,86,45,54,3,34
2012,Jun,97,50,60,5,135
2012,Jul,97,61,67,4,329
2012,Aug,92,60,67,3,304
2012,Sep,82,49,58,4,72
2012,Oct,78,35,50,3,6
2012,Nov,66,30,36,1,0
2012,Dec,60,21,32,6,0
2013,Jan,61,4,24,1,0
2013,Feb,47,15,25,5,0
2013,Mar,59,21,32,3,0
2013,Apr,75,31,41,1,0
2013,May,94,40,50,3,38
2013,Jun,95,53,61,10,171
2013,Jul,99,60,69,4,383
2013,Aug,89,59,64,2,229
2013,Sep,97,44,56,2,82
2013,Oct,82,35,49,1,16
2013,Nov,72,18,35,3,1
2013,Dec,57,9,26,5,0
2014,Jan,59,2,20,3,0
2014,Feb,55,8,22,4,0
2014,Mar,60,11,25,4,0
2014,Apr,75,31,40,3,1
2014,May,85,43,51,3,21
2014,Jun,89,51,60,3,138
2014,Jul,92,59,66,5,291
2014,Aug,91,58,63,2,188
2014,Sep,93,46,58,1,120
2014,Oct,81,39,50,6,10
2014,Nov,66,23,36,5,0
2014,Dec,64,18,33,7,0
2015,Jan,52,-1,19,4,0
2015,Feb,39,-3,10,3,0
2015,Mar,57,9,26,3,0
2015,Apr,69,30,40,2,0
2015,May,89,39,51,1,61
2015,Jun,88,46,57,5,97
2015,Jul,92,59,66,2,285
2015,Aug,91,61,67,2,307
2015,Sep,96,48,61,4,167
2015,Oct,76,31,47,2,1
2015,Nov,76,28,41,2,3
2015,Dec,69,24,39,4,0
2016,Jan,58,8,26,3,0
2016,Feb,65,-9,26,4,0
2016,Mar,77,21,35,3,0
2016,Apr,78,22,40,3,3
2016,May,92,42,51,3,42
2016,Jun,87,54,60,1,129
2016,Jul,98,59,68,1,358
2016,Aug,98,61,68,2,362
2016,Sep,93,48,61,1,128
2016,Oct,81,34,48,5,13
2016,Nov,70,30,39,3,0
2016,Dec,58,4,28,3,0
2017,Jan,61,11,29,4,0
2017,Feb,73,11,28,3,0
2017,Mar,63,9,27,4,0
2017,Apr,86,33,44,6,19
2017,May,95,42,50,3,41
2017,Jun,95,47,61,5,191
2017,Jul,93,56,65,4,250
2017,Aug,91,57,64,2,228
2017,Sep,88,50,60,4,111
2017,Oct,80,40,54,4,40
2017,Nov,75,22,36,2,0
2017,Dec,59,2,25,2,0
2018,Jan,61,-2,21,5,0
2018,Feb,72,10,30,4,0
2018,Mar,64,16,31,5,0
2018,Apr,70,29,38,5,0
2018,May,90,44,52,2,73
2018,Jun,92,49,60,3,141
2018,Jul,98,61,68,5,352
2018,Aug,98,62,70,5,391
2018,Sep,97,53,63,5,153
2018,Oct,86,34,47,4,22
2018,Nov,70,14,37,9,0
2018,Dec,65,20,30,3,0
2019,Jan,59,5,23,4,0
2019,Feb,65,10,26,3,0
2019,Mar,70,15,32,3,0
2019,Apr,77,30,44,7,8
2019,May,89,43,50,3,21
2019,Jun,87,53,61,5,126
2019,Jul,98,63,71,6,433
2019,Aug,95,57,66,3,290
2019,Sep,92,50,60,2,126
2019,Oct,81,42,51,4,9
2019,Nov,72,21,36,3,0
2019,Dec,63,15,31,6,0
2020,Jan,74,14,31,1,0
2020,Feb,64,12,31,3,0
2020,Mar,72,19,34,4,0
2020,Apr,62,31,39,4,0
2020,May,83,34,48,2,34
2020,Jun,92,47,61,3,174
2020,Jul,95,59,68,2,328
2020,Aug,94,58,66,2,291
2020,Sep,85,44,57,1,94
2020,Oct,78,28,48,5,3
2020,Nov,75,22,39,4,0
2020,Dec,63,16,29,6,0
2021,Jan,52,7,25,2,0
2021,Feb,50,11,25,3,0
2021,Mar,74,13,33,2,0
2021,Apr,78,29,43,4,0
2021,May,92,44,53,5,64
2021,Jun,100,54,65,3,290
2021,Jul,95,57,66,10,246
2021,Aug,96,62,70,7,376
2021,Sep,86,52,63,7,156
2021,Oct,78,41,54,5,14
2021,Nov,70,26,37,1,0
2021,Dec,64,20,33,2,0
2022,Jan,52,4,19,2,0
2022,Feb,69,10,24,5,0
2022,Mar,68,17,33,3,0
2022,Apr,73,35,42,2,0
2022,May,89,41,52,1,55
2022,Jun,90,51,60,2,131
2022,Jul,100,61,68,1,395
2022,Aug,98,63,68,1,369
2022,Sep,84,48,58,3,71
2022,Oct,78,39,50,4,3
2022,Nov,77,25,41,3,9
2022,Dec,63,11,30,4,0
2023,Jan,58,23,32,5,0
2023,Feb,62,-10,26,1,0
2023,Mar,61,28,34,4,0
2023,Apr,88,31,44,3,5
2023,May,86,42,51,2,39
2023,Jun,84,47,59,3,106
2023,Jul,91,61,68,10,332
2023,Aug,88,59,65,6,216
2023,Sep,93,49,62,4,136
